'NOEMPLEADO','PATERNO','MATERNO','NOMBRE','SEXO','FECHANACIMIENTO','FECHAINGRESO','TIENDA','COLONIA','FREGISTRO'
2911,'SARIÑANA','CANO','AITANA','F',03/09/79,09/12/07,321,7372,
2912,'GARCIA','GUIJARDO','ERIKA','F',27/01/79,24/01/15,248,9039,
2913,'VIDAL','PADILLA','FLOR','F',30/01/85,24/02/99,3,7594,
2914,'REDONDO','MATAMOROS','MAGDALENA','F',11/03/64,02/04/98,328,9754,
2915,'SAENZ','HIGUERA','AGUSTIN','M',10/04/69,22/12/04,116,7417,
2916,'NAVARRO','ALVARADO','SANDRA','F',08/02/79,30/03/05,348,9409,
2917,'SANCHEZ','VERDIRAMEN','NAIARA','F',19/04/84,16/10/97,308,9028,
2918,'FERRER','PALACIOS','PABLO','M',11/10/79,26/07/18,101,9420,
2919,'JORDAN','CASTILLA','SANTIAGO','M',02/05/62,24/02/06,288,7572,
2920,'CAMACHO','DEL PRADO','VIRGILIO','M',07/09/92,07/11/17,66,7524,
2921,'CASADO','BORRERO','CLARA','F',19/09/85,14/07/11,117,9753,
2922,'CASIO','JORDAN','EDNA','F',23/04/78,30/11/11,262,9029,
2923,'MELGAR','CASTILLA','IRAIDE','F',12/10/93,28/10/97,77,7195,
2924,'LINARES','SOLANO','ALONSO','M',22/06/89,05/02/99,352,7183,
2925,'SOLIS','VEGA','MARTIN','M',30/03/63,21/11/06,182,7120,
2926,'DEL BOSQUE','LOPEZ','GILDARDO','M',05/11/95,13/11/03,299,9423,
2927,'ROBLES','CAMPOS','ROGELIO','M',09/06/74,22/05/07,110,7184,
2928,'NAVARRETE','CERVANTES','JOSUE','M',08/05/79,13/09/13,189,7743,
2929,'MARQUEZ','VEGA','LUKEN','M',22/04/97,07/09/06,122,7577,
2930,'BAÑALES','PIÑA','MARIA DEL ROSARIO','F',21/06/60,14/04/03,42,7536,
2931,'GOMEZ','MACIAS','MARIA DEL REFUGIO','F',10/08/68,28/08/16,372,8038,
2932,'MORAN','HIDALGO','EIDER','F',09/10/81,30/11/07,115,7109,
2933,'VIDAL','IZA','ADOLFO','M',25/06/70,08/06/16,304,7185,
2934,'GARCIA','GUERRERO','LUKEN','M',20/07/70,20/08/98,358,9022,
2935,'FERRERO','CRESPO','EMILIA','F',10/04/95,26/12/06,199,7752,
2936,'BORJA','GALLARDO','URIEL','M',09/12/70,15/04/00,50,7373,
2937,'PARRA','PALACIOS','FATIMA','F',25/04/92,06/04/15,302,8039,
2938,'GOMEZ','LINARES','AIMAR','M',04/09/95,14/07/11,117,7754,
2939,'MATAMOROS','ULLOA','MARCO','M',19/11/74,07/09/16,56,7975,
2940,'ALMEIDA','ARRATIA','MARTIN','M',18/10/92,22/12/10,257,9725,
2941,'PRIETO','ULLOA','PATRICIO','M',18/05/88,24/08/10,148,7748,
2942,'PADILLA','PARRA','CONCEPCION','F',22/11/77,07/08/01,17,7757,
2943,'VERDIRAMEN','VEGA','ILIANA','F',07/12/87,15/04/00,50,7130,
2944,'FERNANDEZ','FERRER','IBAI','M',18/06/91,08/04/02,9,7534,
2945,'CRESPO','BENITEZ','LUKA','M',03/04/69,25/10/00,210,9343,
2946,'ORTEGA','DEL PRADO','ENERITZ','F',07/02/81,12/05/13,29,6955,
2947,'ROJAS','COTA','DOMINGO','M',02/07/67,09/04/01,229,7349,
2948,'GOMEZ','GONZALEZ','JULIAN','M',18/08/75,20/02/05,393,9047,
2949,'VALDERRAMA','SANTOS','FABIOLA','F',27/02/90,17/03/16,306,7740,
2950,'BERUMEN','GOMEZ','CUAUHTEMOC','M',21/10/78,27/07/08,6,7845,
2951,'CERVANTES','GOMEZ','FAUSTO','M',17/04/94,13/04/16,249,7121,
2952,'PIZARRO','MORALES','ESMERALDA','F',15/04/93,01/04/16,381,9742,
2953,'GUTIERREZ','BOLAÑOS','BLANCA','F',04/11/71,30/03/00,172,7369,
2954,'HERRERO','GIMENEZ','GERMAN','M',09/09/83,14/09/10,165,7813,
2955,'MARTINEZ','PASCUAL','HORACIO','M',18/10/71,13/11/98,339,7407,
2956,'MORAN','SARIÑANA','DEMETRIO','M',06/01/89,03/12/05,39,7987,
2957,'ALVAREZ','OLVERA','MARIO','M',06/10/83,23/04/12,53,6956,
2958,'VIZCARRA','ORTA','DENISSE','F',13/06/86,25/12/16,73,7414,
2959,'SOLANO','PADILLA','ROSENDO','M',09/06/64,23/02/17,4,7569,
2960,'RUIZ','VEGA','ISAIAS','M',05/05/87,17/12/05,237,8030,
2961,'PEYRO','ESPINOZA','NESTOR','M',15/06/74,12/05/13,29,7108,
2962,'PEREZ','DE LA FUENTE','LARA','F',02/04/62,22/07/12,179,7616,
2963,'SAUCEDA','LOPEZ','CARLOS','M',02/05/72,12/06/14,367,7866,
2964,'SORIA','JIMENEZ','GABRIELA','F',21/03/68,27/06/98,191,7527,
2965,'VANEGAS','GUTIERREZ','CIRILO','M',17/06/79,27/08/11,178,7191,
2966,'DOMINGUEZ','CASTRO','MAREN','F',27/09/62,29/02/16,192,7617,
2967,'PRIETO','NAVARRETE','ADAN','M',30/07/88,08/12/97,167,7583,
2968,'ANDRADE','IBAÑEZ','MAURO','M',01/04/91,09/08/08,293,7152,
2969,'CABRERA','MORA','IGNACIO','M',11/11/63,22/04/18,305,7567,
2970,'LEDEZMA','RUBIO','GONZALO','M',25/06/97,17/12/16,163,8001,
2971,'SARIÑANA','GURROLA','YERAY','M',06/11/80,28/08/16,372,7988,
2972,'CARRASCO','MORAN','CRISTIAN','M',29/03/72,21/08/13,137,7794,
2973,'ABASOLO','MARO','JOSE RAMON','M',13/04/88,20/02/05,393,7588,
2974,'CARRASCO','PIÑERA','GUSTAVO','M',17/10/82,03/03/99,132,9417,
2975,'ASTORGA','NUÑEZ','HERNAN','M',29/12/88,28/06/03,198,7398,
2976,'DOMINGUEZ','BORRERO','OSCAR','M',17/11/72,18/12/00,153,9043,
2977,'VALVERDE','MELGAR','JUAN JOSE','M',11/02/76,31/12/08,254,9760,
2978,'RAMOS','MATAMOROS','JOSE FRANCISCO','M',14/09/93,10/06/13,261,9752,
2979,'MATAMOROS','IGLESIAS','MARCELA','F',29/11/98,01/05/11,243,9333,
2980,'VEGA','GONZALEZ','FELIX','M',21/08/74,21/04/11,371,7825,
2981,'BRAVO','GUERRERO','TOMAS','M',13/10/62,25/10/12,107,7990,
2982,'DEL TORO','GARCIA','IRAITZ','M',31/01/81,13/11/98,339,9426,
2983,'CAMACHO','CASIO','ADRIAN/ADRIÁN','M',16/04/83,13/07/03,158,9060,
2984,'MORAN','MORAN','NAHIKARI','F',12/07/78,07/01/14,259,7553,
2985,'HIDALGO','MARISCAL','MARIA DE LA LUZ','F',21/11/95,19/11/00,21,7393,
2986,'CASTRO','FERNANDEZ','ITZEL','F',15/11/89,15/07/13,127,7827,
2987,'CASTILLA','URIARTE','RAUL','M',21/07/74,12/05/13,29,9015,
2988,'RODRIGUEZ','ALONSO','ISABEL','M',14/03/94,14/08/18,157,6944,
2989,'CONTRERAS','ROMERO','GALDER','M',25/04/83,10/10/02,368,7545,
2990,'JIMENEZ','SOLER','ADUR','M',08/11/83,26/03/13,343,7599,
2991,'GALVAN','FRANCO','LUR','F',07/11/76,25/10/98,11,7590,
2992,'LECHUGA','IZA','MIKEL','M',18/04/70,29/08/00,315,7813,
2993,'FERNANDEZ','MATAMOROS','EKI','M',12/04/82,01/10/05,266,7563,
2994,'PIÑA','MORALES','LUCAS','M',23/02/81,19/07/07,223,7168,
2995,'PIZARRO','MARO','JOSE MARIA','M',02/03/63,01/04/06,138,7980,
2996,'DIAZ','CARRETE','DARIO','M',25/10/98,08/12/97,167,7338,
2997,'BRAVO','JUAREZ','IZAR','F',05/04/76,12/07/00,217,7827,
2998,'PRADA','MONTERO','CARMEN','F',29/10/83,12/09/03,144,7833,29/03/17
2999,'PRADA','SANTOS','JUNE','F',08/03/65,19/04/18,319,7743,29/03/17
3000,'BRAVO','GOMEZ','EUSEBIO','M',03/06/95,27/07/08,6,8011,29/03/17
3110,'VAZQUEZ','MARTINEZ','ESAU','M',22/09/93,13/11/11,355,7849,29/03/17
3111,'GAMIZ','HIDALGO','ERIKA','F',13/02/75,12/07/93,87,7500,29/03/17
3112,'PARRA','SANTOS','IVONNE','F',03/05/61,04/12/79,191,57021,29/03/17
3113,'PEREZ','MARCOS','BERTHA','F',20/09/82,27/02/01,59,14368,29/03/17
3114,'NAVARRO','NAVARRO','DOMINGO','M',19/04/75,24/02/95,48,18887,29/03/17
3115,'MORA','YESCAS','SAIOA','F',02/05/96,30/06/16,39,4581,29/03/17
3116,'GARCIA','FIDALGO','LILIA','F',10/06/86,24/10/04,82,54312,29/03/17
3117,'VERDIRAMEN','DOMINGUEZ','ELIAS','M',02/05/60,09/08/79,221,33778,29/03/17
3118,'AGUILAR','CERVANTES','MARIANO','M',17/09/93,10/02/13,381,60002,29/03/17
3119,'OCAÑA','CARRASCO','MANUEL','M',09/01/85,25/12/03,313,60003,29/03/17
3120,'VAZQUEZ','GURROLA','JUANA','F',04/07/73,27/10/91,294,29373,29/03/17
3121,'MONTES','VALDERRAMA','ISABEL','M',07/09/79,27/02/99,242,87952,29/03/17
3122,'CAMACHO','VERDIRAMEN','IMANOL','M',13/05/81,24/07/99,64,2435,29/03/17
3123,'ORTIZ','CABALLERO','JOSEFINA','F',19/07/70,06/12/88,350,69223,29/03/17
3124,'LECHUGA','CONTRERAS','YOLANDA','F',15/09/95,16/01/14,112,79069,29/03/17
3125,'ABASOLO','VEGA','FLORENCIO','M',07/07/95,18/11/14,335,10707,29/03/17
3126,'LOPEZ','HIDALGO','FLOR','F',07/02/94,01/10/12,373,40962,29/03/17
3127,'DIEZ','SANTIAGO','ARIEL','M',08/03/70,17/07/89,450,114252,29/03/17
3128,'BARROSO','ORTIZ','ISMAEL','M',15/06/92,06/08/11,275,80335,29/03/17
3129,'LEDEZMA','DIAZ','TELMO','M',15/03/72,15/04/90,150,39015,29/03/17
3130,'NAVARRO','OLMOS','MARICELA','F',21/02/77,10/08/95,456,141657,29/03/17
3131,'SOLANO','SANTOS','AMAIA','F',13/06/62,14/06/82,220,68123,29/03/17
3132,'CARRASCO','MORAL','CRISTOBAL','M',05/09/72,01/02/92,196,6360,29/03/17
3133,'ALANIS','CANO','MIGUEL ANGEL','M',15/11/80,22/07/00,33,23371,29/03/17
3134,'VEGA','AGUILAR','CARLA','F',05/02/82,09/02/02,116,90484,29/03/17
3135,'ALDAY','LUGO','CARLOS','M',28/03/62,15/03/81,338,55550,29/03/17
3136,'CASADO','LORENZO','GAMALIEL','M',23/07/74,14/02/94,319,101415,29/03/17
3137,'HIDALGO','HIGUERA','FAUSTINO','M',09/06/90,23/10/09,460,117145,29/03/17
3138,'RAMIREZ','ALVARADO','DELIA','F',14/05/73,26/10/91,13,6665,29/03/17
3139,'CASTRO','ORTIZ','MOISES','M',11/09/62,04/11/81,369,44713,29/03/17
3140,'HERNANDEZ','GUIJARDO','ANGELES','F',15/04/83,19/12/01,304,90910,29/03/17
3141,'NEGRETE','MORAN','ARMANDO','M',18/02/94,23/02/13,77,100601,29/03/17
3142,'IBAÑEZ','SANTOS','ABIGAIL','F',16/01/85,02/11/03,386,87901,29/03/17
3143,'FUENTES','GUTIERREZ','ALEJANDRO','M',23/06/91,17/06/10,150,39013,29/03/17
3144,'SARIÑANA','VIDAL','AITANA','F',11/08/64,02/08/84,272,102834,29/03/17
3145,'MATAMOROS','DIAZ','GLORIA','F',02/05/73,08/09/91,474,146173,29/03/17
3146,'MARTIN','VILLABA','MARISELA','F',03/03/61,11/11/79,495,154822,29/03/17
3147,'GONZALEZ','CAMPOS','FERNANDO','M',27/01/78,26/01/97,68,16864,29/03/17
3148,'OLVERA','GALLARDO','DAGOBERTO','M',04/08/82,15/03/02,431,130981,29/03/17
3149,'LEYVA','ORTIZ','JOSE','M',17/09/64,07/05/84,105,17410,29/03/17
3150,'DEL PRADO','CORDERO','GENARO','M',02/11/88,08/02/08,146,97452,29/03/17
3151,'SUAREZ','SANTOS','AIERT','M',30/06/71,18/09/89,96,82532,29/03/17
3152,'NAVARRETE','LEDEZMA','IRENE','F',02/04/74,01/10/92,136,29362,29/03/17
3153,'ALDAMA','CONTRERAS','JUANA','F',29/03/82,21/07/00,18,73659,29/03/17
3154,'GUERRERO','PONCE','GUSTAVO','M',28/06/68,03/08/87,140,50881,29/03/17
3155,'MARTINEZ','PRADA','ADRIAN','M',16/08/81,22/09/00,214,61439,29/03/17
3156,'URIARTE','ALMADA','IRAIDE','F',24/01/66,24/02/86,475,150269,29/03/17
3157,'DEL BOSQUE','VIZCARRA','LAURA','F',21/07/63,02/11/81,93,104945,29/03/17
3158,'ALDAY','VERDIRAMEN','HUGO','M',06/10/65,27/10/83,371,56167,29/03/17
3159,'MOYA','LOPEZ','MARIA DEL SOCORRO','F',04/08/63,26/02/82,197,69552,29/03/17
3160,'LECHUGA','COSIO','MAREN','F',27/04/69,30/04/89,249,108888,29/03/17
3161,'NEVAREZ','LOPEZ','JORDI','M',21/07/71,03/05/91,442,131210,29/03/17
3162,'ROMAN','CALVO','NESTOR','M',23/11/64,26/03/84,125,104477,29/03/17
3163,'MORA','URBINA','DOMINGO','M',11/03/67,02/06/86,132,25356,29/03/17
3164,'ORTA','CARRILLO','CYNTHIA','F',09/04/86,06/02/05,172,51169,29/03/17
3165,'VALDERRAMA','FUENTES','RITA','F',02/06/66,23/03/85,485,146843,29/03/17
3166,'PEREZ','NEDER','ENARA','F',15/10/60,02/10/80,118,73780,29/03/17
3167,'BRETADO','CARMONA','IMELDA','F',13/02/75,14/09/93,428,119434,29/03/17
3168,'ROMAN','RUIZ','JUVENTINO','M',06/08/61,10/03/81,302,86088,29/03/17
3169,'LUNA','LECHUGA','GABRIELA','F',03/09/94,27/12/12,282,109006,29/03/17
3170,'MARISCAL','DIAZ','GORKA','M',28/07/82,01/09/00,392,8425,29/03/17
3171,'MOYA','CASTILLA','ROSARIO','F',02/05/85,27/10/03,354,26482,29/03/17
3172,'HIGUERA','RAMIREZ','HAIZEA','F',02/01/86,08/12/05,190,107799,29/03/17
3173,'ORTA','LINARES','LUIS MIGUEL','M',12/05/68,31/03/88,134,103395,29/03/17
3174,'LOPEZ','ESTUDILLO','INHAR','M',31/01/97,17/04/15,261,109779,29/03/17
3175,'IBAÑEZ','CORDERO','ESTELA','F',06/05/88,28/09/06,411,134066,29/03/17
3176,'JIMENEZ','PEREZ','EUGENIO','M',29/05/90,15/09/09,191,57018,29/03/17
3177,'JIMENEZ','FLORES','TRINIDAD','M',19/11/61,09/03/81,379,64598,29/03/17
3178,'MALO','SANTOS','IBON','M',29/10/66,14/12/84,43,31828,29/03/17
3179,'OCAÑA','DE LA FUENTE','GABINO','M',06/04/92,24/10/11,180,52073,29/03/17
3180,'GOMEZ','VANEGAS','PABLO','M',11/02/61,16/03/80,406,119133,29/03/17
3181,'LOPEZ','FUENTES','VICTOR','M',02/05/81,28/04/00,283,101725,29/03/17
3182,'ALVARADO','SOLIS','ROLANDO','M',06/03/76,20/06/95,442,131233,29/03/17
3183,'MARO','DE LA GARZA','ARTEMIO','M',21/08/72,10/01/92,402,124711,29/03/17
3184,'JORDAN','VELARDE','EKAITZ','M',30/01/92,16/03/10,483,154685,29/03/17
3185,'CARRILLO','PRIETO','ELVA','F',28/05/61,19/01/80,168,97788,29/03/17
3186,'DOMINGUEZ','ROJAS','GAMALIEL','M',28/03/72,21/10/91,92,71094,29/03/17
3187,'ESTUDILLO','JIMENEZ','BERNARDO','M',16/04/89,09/07/08,398,122835,29/03/17
3188,'DELGADO','MARIN','ALVARO','M',08/04/67,07/06/86,318,32034,29/03/17
3189,'CARRILLO','GURROLA','GUILLERMO','M',10/06/80,26/03/00,472,121841,29/03/17
3190,'HERRERA','LLAMAZARES','VICENTE','M',15/09/71,10/06/91,315,39325,29/03/17
3191,'RUIZ','GURROLA','SANTIAGO','M',03/12/78,27/01/98,289,53201,29/03/17
3192,'SOLANO','GURROLA','AIDE','F',06/04/80,15/02/99,46,57367,29/03/17
3193,'VIDAL','MARTIN','GORKA','M',16/05/68,21/06/86,372,76698,29/03/17
3194,'GUTIERREZ','PIZARRO','ALBA','F',17/01/79,11/01/99,308,97855,29/03/17
3195,'GONZALEZ','HERRERO','CATALINA','F',23/07/77,24/01/96,101,55021,29/03/17
3196,'HIDALGO','ROMAN','EMMA','F',08/01/74,15/02/94,139,43425,29/03/17
3197,'BENITEZ','PRIETO','IRMA','F',29/09/91,03/02/10,323,104187,29/03/17
3198,'SOLIS','JORDAN','EDGARDO','M',04/02/88,10/07/07,53,9255,29/03/17
3199,'ALLER','ROMAN','IZADI','F',23/02/81,25/03/01,170,68778,29/03/17
3200,'MORAL','ESPINOSA','JACOBO','M',08/04/94,14/11/13,178,40129,29/03/17
3201,'BUENO','MANJARREZ','LIHER','M',17/09/65,12/11/83,276,73743,29/03/17
3202,'PARGA','ALVAREZ','ADRIAN','M',10/02/93,19/03/12,262,34850,29/03/17
3203,'ZURITA','NAVARRO','MARTHA','F',20/07/70,27/10/88,16,62462,29/03/17
3204,'VENTURA','CAMPOS','IVETTE','F',19/07/78,08/05/97,225,17901,29/03/17
3205,'BLANCO','SORIA','JUAN','M',21/04/90,12/12/09,144,24823,29/03/17
3206,'LINARES','GUIJARDO','EMILIO','M',09/06/66,23/03/86,168,99074,29/03/17
3207,'FIDALGO','CASIO','MAURO','M',11/07/66,13/12/85,132,25361,29/03/17
3208,'MARQUEZ','VILALNUEVA','SANDRA','F',24/07/76,27/11/94,355,7816,29/03/17
3209,'VELAZQUEZ','ASTORGA','LEO','M',05/08/82,06/10/00,376,48113,29/03/17
3210,'NEVAREZ','PRIETO','IRAIA','F',05/09/64,19/08/84,247,30439,29/03/17
3211,'MARIN','PARRA','MIGUEL','M',05/03/76,25/02/95,263,109927,29/03/17
3212,'ORTIZ','LOPEZ','LUCERO','F',28/08/66,15/06/85,464,131470,29/03/17
3213,'LUGO','MORAL','MAYRA','F',19/09/70,12/03/89,231,93128,29/03/17
3214,'GIMENEZ','MORA','DAGOBERTO','M',28/11/79,09/07/99,475,150178,29/03/17
3215,'ESPINOZA','MONTES','AARON','M',29/10/60,06/02/80,153,36923,29/03/17
3216,'AGUILAR','HERRERO','JANET','F',13/10/83,08/07/02,204,86086,29/03/17
3217,'DEL PRADO','VANEGAS','ALAITZ','F',09/03/84,06/04/04,139,41832,29/03/17
3218,'ALVAREZ','RODRIGUEZ','REYNA','F',21/08/75,15/02/94,497,142159,29/03/17
3219,'HERRERO','VIZCARRA','APOLINAR','M',18/08/62,15/02/82,15,81737,29/03/17
3220,'SIFUENTES','GOMEZ','ESTELA','F',18/04/97,10/09/15,418,37596,29/03/17
3221,'SANTOS','HIDALGO','HELENE','F',25/08/61,30/09/81,474,145477,29/03/17
3222,'ARIAS','GOMEZ','JAVIER','M',06/12/74,01/08/94,408,131167,29/03/17
3223,'FERNANDEZ','AGUILAR','KAREN','F',23/11/63,03/09/82,278,101470,29/03/17
3224,'MARTIN','PARRA','ION','M',30/09/90,27/12/08,468,131714,29/03/17
3225,'PALACIO','CARRASCO','HUGO','M',28/02/80,16/03/99,303,34760,29/03/17
3226,'GALLARDO','ROMAN','ROSALIO','M',25/11/91,05/07/11,70,68145,29/03/17
3227,'GURROLA','ALMADA','LAIDA','F',26/01/70,01/03/90,161,54365,29/03/17
3228,'VICENTE','LOPEZ','FRANCISCO','M',20/02/73,09/02/92,489,93892,29/03/17
3229,'BARROSO','CORAL','ELBA','F',06/04/61,13/02/80,428,119721,29/03/17
3230,'BENITEZ','MATAMOROS','BEÑAT','M',06/03/68,16/03/86,446,131955,29/03/17
3231,'MARCOS','CARRASCO','RAYAN','M',03/01/79,28/03/97,128,90754,29/03/17
3232,'CARRASCO','DURAN','SALVADOR','M',07/09/96,18/06/16,262,24043,29/03/17
3233,'ALONSO','SANTANA','ASUNCION','F',04/10/77,16/08/96,466,144472,29/03/17
3234,'SORIANAO','PELUFO','IVETTE','F',13/10/62,02/08/81,140,49243,29/03/17
3235,'SORIANAO','DE LA GARZA','ELAIA','F',13/09/60,01/10/80,157,80402,29/03/17
3236,'IBAÑEZ','LEDEZMA','VICTOR','M',06/10/72,03/10/91,427,143130,29/03/17
3237,'LUNA','SUAREZ','AGUSTINA','F',29/12/74,07/12/93,418,117166,29/03/17
3238,'VILLABA','MATAMOROS','ARENE','F',19/10/90,23/12/10,125,111507,29/03/17
3239,'SORIANAO','ALVAREZ','XAVIER','M',06/05/64,01/04/84,355,7623,29/03/17
3240,'ZURITA','DOMINGUEZ','FERNANDO','M',07/10/92,07/10/11,85,89982,29/03/17
3241,'OCAÑA','CERVANTES','PERU','M',09/05/93,26/06/11,216,35544,29/03/17
3242,'PRADA','FIDALGO','ESTHER','F',15/02/91,30/06/09,204,82687,29/03/17
3243,'HIDALGO','ALMADA','ADOLFO','M',04/10/78,06/12/97,149,91480,29/03/17
3244,'AGUILAR','ALANIS','MARITZA','F',03/07/68,18/05/87,407,128084,29/03/17
3245,'ORTA','SAUCEDO','EMMA','F',07/10/66,04/06/85,317,46431,29/03/17
3246,'HIDALGO','CAMPOS','LUR','F',11/06/65,17/06/85,263,109912,29/03/17
3247,'BAÑALES','UBILLOS','KAREN','F',02/09/90,13/06/09,23,98745,29/03/17
3248,'DIEZ','GUTIERREZ','LUZ','F',11/10/69,29/01/88,72,60944,29/03/17
3249,'VANEGAS','GONZALEZ','RUBI','F',02/08/95,21/05/14,308,92140,29/03/17
3360,'SANCHEZ','SANTILLAN','MARCOS','M',04/02/71,09/04/89,463,116501,29/03/17
3361,'ESTUDILLO','PRADA','SAMUEL','M',22/09/84,24/07/04,327,68026,29/03/17
3362,'LEYVA','SANTOS','AROA','F',21/08/76,14/08/96,315,39300,29/03/17
3363,'CORAL','REYES','JOSE RAMON','M',19/04/82,11/02/02,134,103398,29/03/17
3364,'MARO','ALMADA','AIORA','F',07/05/70,29/05/90,99,69737,29/03/17
3365,'NUÑEZ','VELAZQUEZ','MARLENE','F',30/10/80,22/07/99,11,112705,29/03/17
3366,'AGUILAR','REYES','EDUARDO','M',13/04/70,16/04/89,439,152941,29/03/17
3367,'CRESPO','ROMAN','ISABEL','F',09/02/83,26/05/01,245,69245,29/03/17
3368,'SIFUENTES','NEGRETE','MARTA','F',19/02/72,07/01/91,464,131449,29/03/17
3369,'NEGRETE','DEL PRADO','ALBERTO','M',15/07/95,04/07/14,323,104185,29/03/17
3370,'ROBLES','AGUILAR','XABIER','M',16/12/79,30/12/97,308,90409,29/03/17
3371,'SANTANA','PONCE','PAULA','F',08/11/82,17/10/02,473,136057,29/03/17
3372,'SANTILLAN','MORAN','JANIRE','F',10/07/73,10/09/93,41,99097,29/03/17
3373,'GOMEZ','ALONSO','IVÁN','M',18/02/98,18/05/16,119,95710,29/03/17
3374,'CAMPOS','DEL PALACIO','ADRIAN','M',19/05/93,25/06/12,30,67348,29/03/17
3375,'HIGUERA','ROJAS','ALEX','M',07/08/78,28/08/96,206,60055,29/03/17
3376,'NAVARRETE','ZURITA','NAHIKARI','F',23/02/80,12/04/00,411,134001,29/03/17
3377,'PEREZ','DEL TORO','ILIANA','F',24/03/82,19/02/01,307,37241,29/03/17
3378,'GARCIA','VALVERDE','OFELIA','F',27/05/69,04/01/88,92,69376,29/03/17
3379,'HIDALGO','CASIO','LEIRE','F',31/01/67,12/01/87,290,61329,29/03/17
3380,'FLORES','ALDRETE','ISRAEL','M',02/01/74,17/02/93,490,114821,29/03/17
3381,'GIMENEZ','HIDALGO','LUZ','F',24/08/82,11/12/00,255,84979,29/03/17
3382,'REDONDO','MORA','CRISTIAN','M',20/07/76,20/05/96,118,73776,29/03/17
3383,'ROMERO','CASTILLA','FELICIANO','M',05/08/83,24/01/03,265,52673,29/03/17
3384,'MALO','JIMENEZ','MARCOS','M',14/04/78,15/06/97,268,69743,29/03/17
3385,'COSIO','VELASCO','FELIX','M',24/08/92,25/10/11,499,114108,29/03/17
3386,'MARTINEZ','CRUZ','JESUS','M',26/06/93,12/06/12,171,35304,29/03/17
3387,'DOMINGUEZ','VELASCO','MARC','M',28/06/74,20/04/94,260,43312,29/03/17
3388,'ESPINOSA','FERNANDEZ','HECTOR','M',05/06/85,16/04/05,334,90486,29/03/17
3389,'CONTRERAS','VELAZQUEZ','ALFREDO','M',16/09/69,24/09/88,377,95819,29/03/17
3390,'MORAL','MORA','MILTON','M',22/06/77,01/02/97,120,17414,29/03/17
3391,'NUÑEZ','VALDEZ','MARCO','M',21/06/81,12/07/00,388,4615,29/03/17
3392,'SUAREZ','FERNANDEZ','ELEAZAR','M',26/10/64,18/02/84,112,79129,29/03/17
3393,'LOZANO','FIDALGO','ANE','F',02/10/95,29/08/15,385,34931,29/03/17
3394,'PARGA','FUENTES','IXONE','F',12/09/88,11/10/08,71,24158,29/03/17
3395,'CASTRO','GARCIA','SANTIAGO','M',08/09/76,03/11/95,370,68262,29/03/17
3396,'HIGUERA','MORALES','JULIETA','F',25/07/70,15/03/89,395,25263,29/03/17
3397,'SARIÑANA','VARGAS','OFELIA','F',16/10/61,25/05/80,150,38997,29/03/17
3398,'ARIAS','GOMEZ','EVARISTO','M',23/09/93,19/04/13,271,88044,29/03/17
3399,'GARCIA','BRAVO','ANTONIO','M',03/04/94,20/11/13,209,110051,29/03/17
3400,'VANEGAS','FUENTES','HUGO','M',03/06/81,24/06/99,429,142090,29/03/17
3401,'REYES','RODRIGUEZ','EFRAIN','M',16/06/92,12/08/11,382,96691,29/03/17
3402,'LOAIZA','CORDERO','NANCY','F',28/01/61,19/07/79,162,45507,29/03/17
3403,'GONZALEZ','SUAREZ','LAZARO','M',20/03/63,20/08/82,361,28691,29/03/17
3404,'MANJARREZ','PIZARRO','XABIER','M',04/03/67,18/03/85,413,135949,29/03/17
3405,'ORTEGA','ESTUDILLO','ERLANTZ','M',12/01/98,17/04/16,173,108038,29/03/17
3406,'BORJA','IBAÑEZ','REBECA','F',12/08/85,25/03/04,191,57024,29/03/17
3407,'BAÑALES','JIMENEZ','RUBEN','M',22/02/94,13/03/13,4,105025,29/03/17
3408,'GARCIA','LEDEZMA','BLANCA','F',22/01/63,26/05/81,448,33762,29/03/17
3409,'ZURITA','ARIAS','AURELIA','F',03/09/70,07/08/89,340,81303,29/03/17
3410,'ESPINOSA','SOLER','PEDRO','M',19/05/77,19/05/96,156,88373,29/03/17
3411,'ROMERO','SORIA','LUCIA','F',26/02/89,20/07/07,330,29846,29/03/17
3412,'CONTRERAS','HIGUERA','SALOMON','M',03/04/74,31/08/93,42,107200,29/03/17
3413,'DIEZ','ROBLES','DELIA','F',22/03/97,03/09/15,287,86101,29/03/17
3414,'MELGAR','CARRETE','INES','F',17/03/70,25/10/88,203,39547,29/03/17
3415,'MOYA','COLLINS','ADOLFO','M',02/08/80,05/10/99,356,49714,29/03/17
3416,'MORENO','OLMOS','JOAQUIN','M',19/01/93,18/10/12,426,152414,29/03/17
3417,'JORDAN','ALMEIDA','ERIK','M',04/11/93,01/03/13,292,103833,29/03/17
3418,'CALVO','ROBLES','ERIK','M',16/03/87,11/07/06,478,142720,29/03/17
3419,'CASTRO','PELUFO','AITOR','M',20/05/75,25/03/95,91,107139,29/03/17
3420,'DOMINGUEZ','ESTUDILLO','EKAIN','M',20/05/71,08/06/89,104,24354,29/03/17
3421,'VELARDE','SARIÑANA','MARIA DE LOS ANGELES','F',14/08/93,09/01/12,14,5765,29/03/17
3422,'ABASOLO','GOMEZ','GAIZKA','M',10/06/84,07/08/02,382,78955,29/03/17
3423,'JIMENEZ','GONZALEZ','MERCEDES','F',09/06/87,28/12/05,149,93188,29/03/17
